brandName,modelName,bodyStyleName,cylinderCapacityValue,enginePowerValue,mileageValue,accident,age,sellingPrice
Renault,Twingo,Berline,999,52,9000,0, 1.58 ,8990
Subaru,BRZ,Coupe,1998,147,40000,0, 3.99 ,21000
BMW,520 Limousine,Berline,1995,135,86000,0, 4.83 ,28990
Nissan,Juke,4x4,1618,147,68832,0, 4.33 ,13990
Porsche,991,Coupe,3436,257,66200,0, 3.99 ,78900
Ford,Fiesta,Compacte,1399,50,111000,0, 11.08 ,4950
BMW,520 Limousine,Berline,1995,120,99000,0, 6.83 ,16950
BMW,520 Touring,Break,1995,135,96000,0, 6.42 ,20500
Audi,A3,Berline,1598,81,13171,0, 2.67 ,18900
Audi,A6,Break,2967,180,164000,0, 6.33 ,16450
Peugeot,108,Berline,1199,60,7000,0, 1.07 ,12380
Ford,Grand C-MAX,Monovolume/Camionnette,1997,100,66350,0, 3.16 ,19990
Volkswagen,Golf Sportsvan,Monovolume/Camionnette,1598,81,27500,0, 2.25 ,18900
Kia,Astra,4x4,1685,85,19263,0, 0.82 ,27990
Ford,B-MAX,Monovolume/Camionnette,1600,70,58000,0, 3.91 ,9950
Mercedes-Benz,avantgarde BREAK,Break,1595,115,27600,0, 2.14 ,31950
Ford,Mondeo,Berline,1800,92,101400,0, 9.25 ,7990
Opel,Antara,4x4,2231,120,68457,0, 4.25 ,14990
Opel,Mokka,4x4,1598,85,16500,0, 0.91 ,19250
Ford,Fiesta,Compacte,1499,55,23768,0, 1.29 ,11800
Volkswagen,Sharan,Monovolume/Camionnette,1968,100,109000,0, 6.08 ,16750
BMW,X1,4x4,1995,130,74000,0, 5.58 ,21900
Ford,S-Max,Monovolume/Camionnette,1560,85,48600,0, 5.41 ,17390
Peugeot,2008,4x4,1560,73,43514,0, 1.33 ,13213
Volvo,V70,Break,1560,84,189409,0, 5.50 ,12000
Peugeot,2008,4x4,1199,60,5000,0, 0.13 ,15480
BMW,X3,4x4,1995,140,18200,0, 1.74 ,41500
Renault,Grand Espace,Monovolume/Camionnette,1995,110,170000,0, 7.25 ,7000
MINI,One,Compacte,1598,55,56868,0, 3.83 ,11473
Toyota,C-HR,Berline,1197,85,5000,0, 0.99 ,23450
Nissan,GT-R,Coupe,3799,574,36000,0, 6.33 ,85000
DS,DS 5,Berline,1997,100,333,0, 0.82 ,25138
Volvo,V60,Break,1984,120,73767,0, 3.58 ,17490
Volkswagen,Tiguan,4x4,1968,81,59000,0, 6.42 ,13950
Audi,A6,Break,1968,110,15000,0, 0.41 ,43900
Audi,A5,Coupe,1968,140,3500,0, 0.58 ,43990
Porsche,911,Coupe,3800,383,53940,0, 3.91 ,131950
Audi,A3,Berline,1395,92,77000,0, 3.74 ,16990
Land Rover,Defender,4x4,2401,90,122000,0, 7.75 ,29900
MINI,One D,Berline,1560,66,75000,0, 7.58 ,8000
Toyota,RAV4,4x4,2494,114,19000,0, 1.08 ,30950
Opel,Insignia,Break,1598,100,14885,0, 1.41 ,20749
BMW,216,Monovolume/Camionnette,1496,85,37465,0, 1.66 ,20990
Ford,Transit,Van,2200,81,167000,0, 10.08 ,6000
Volvo,V50,Break,1560,84,158606,0, 6.08 ,7450
Opel,ADAM,Berline,1398,74,9420,0, 1.74 ,12290
Peugeot,Partner Tepee,Break,1560,88,1000,0, 0.08 ,16990
Opel,Corsa,Berline,1229,63,101000,0, 4.33 ,5490
Skoda,Fabia,Berline,1598,66,3500,0, 2.16 ,9490
BMW,520 Touring,Break,1951,100,280000,0, 16.42 ,2699
Opel,Insignia Sports Tourer,Break,1598,100,34279,0, 1.50 ,17990
Opel,Mokka,4x4,1686,96,92500,0, 4.74 ,14799
Peugeot,207 CC,Cabriolet,1560,82,62056,0, 5.28 ,11380
Citroen,Grand C4 Picasso,Monovolume/Camionnette,1560,82,144500,0, 4.50 ,8900
Renault,Clio,Berline,1618,162,12400,0, 1.66 ,21990
Alpina,B7,Berline,4398,368,140000,0, 12.59 ,19900
Mazda,CX-3,4x4,1998,88,20794,0, 2.16 ,19750
Seat,Leon,Berline,1197,81,22000,0, 1.50 ,14495
Opel,Meriva,Monovolume/Camionnette,1248,55,175000,0, 9.83 ,2950
Mercedes-Benz,A 180,Monovolume/Camionnette,1991,80,36200,0, 5.41 ,12950
Audi,A4,Berline,1798,118,112000,0, 9.67 ,12500
Audi,Q3,4x4,1968,100,85837,0, 3.60 ,19750
Peugeot,508,Berline,1560,84,66405,0, 4.14 ,12990
Volkswagen,Tiguan,4x4,1968,81,74000,0, 4.83 ,16500
Audi,A5,Coupe,1968,140,8900,0, 0.99 ,47800
Renault,Megane,Coupe,1461,81,86293,0, 6.42 ,10950
Opel,Astra Sports Tourer,Break,1598,81,10042,0, 1.58 ,21449
Opel,ADAM ROCKS,Cabriolet,999,66,3137,0, 1.41 ,15499
Ford,S-Max,Monovolume/Camionnette,1998,110,36813,0, 1.66 ,21995
Toyota,RAV4,4x4,2000,92,93000,0, 2.74 ,19750
Citroen,Berlingo,Van,1868,51,80000,0, 10.59 ,3250
Porsche,911,Cabriolet,3436,257,27721,0, 2.41 ,124950
Kia,Sportage,4x4,1591,99,30636,0, 4.16 ,15750
Opel,Vivaro,Monovolume/Camionnette,1995,84,56350,0, 5.56 ,13749
Opel,Astra,Break,1686,81,82000,0, 4.99 ,12500
Peugeot,Expert,Van,1997,94,18000,0, 1.66 ,14900
BMW,520 Touring,Break,1995,135,178000,0, 6.75 ,13950
MINI,One D,Berline,1496,70,25000,0, 2.50 ,16750
Volkswagen,TRANSPORTER T5 CARAVELLE LWB DSL,Monovolume/Camionnette,1968,132,49000,0, 3.83 ,39750
Audi,TT,Cabriolet,1968,135,8200,0, 1.50 ,35900
Seat,Altea XL,Monovolume/Camionnette,1598,77,70000,0, 5.08 ,9990
Saab,9/mrt,Cabriolet,1985,110,56069,0, 16.34 ,7900
Mercedes-Benz,SLS,Coupe,6208,420,10300,0, 7.58 ,199950
Audi,A4,Break,1968,88,170000,0, 6.08 ,9559
Mercedes-Benz,A 180,Berline,1461,80,80000,0, 4.67 ,16900
BMW,116 5-TÍ_rer,Berline,1496,85,46950,0, 2.25 ,17995
Volkswagen,Golf VII,Berline,1598,81,76000,0, 3.50 ,13900
Nissan,Note,Monovolume/Camionnette,1461,63,181000,0, 9.75 ,3450
Ford,B-MAX,Berline,1500,55,57490,0, 2.67 ,11500
Hyundai,H 100,Van,2497,103,247000,0, 10.50 ,2950
Opel,Astra,Berline,1598,81,16206,0, 1.74 ,17800
Renault,Master,Van,2464,74,199000,0, 9.58 ,4477
BMW,525 Limousine,Berline,1995,155,185000,0, 5.08 ,15999
Dacia,Logan,Break,1461,63,235726,0, 9.67 ,4100
Fiat,Grande Punto,Berline,1242,48,49000,0, 8.33 ,4999
Volkswagen,Polo,Berline,999,44,7500,0, 0.16 ,13990
Citroen,DS4,Berline,1997,100,13938,0, 1.99 ,19490
Volvo,S60,Berline,1984,120,116000,0, 6.42 ,12299
Kia,Pro_Cee'd,Berline,1596,66,70435,0, 6.00 ,6933
Opel,Vivaro,Van,1995,85,109200,0, 4.83 ,9990
Kia,Picanto,Berline,999,46,72647,0, 6.75 ,4480
Nissan,Qashqai+2,4x4,1598,96,153000,0, 4.99 ,12000
Fiat,Punto,Berline,1248,55,103000,0, 4.25 ,6150
Volkswagen,Sharan,Monovolume/Camionnette,1968,85,163495,0, 3.83 ,14990
MG,MGF,Cabriolet,1796,88,140000,0, 15.09 ,2500
MINI,Cooper D Clubman,Break,1995,111,4731,0, 1.24 ,23795
MINI,Cooper Countryman,Break,1600,72,67800,0, 5.51 ,13500
Peugeot,3008,4x4,1560,80,98000,0, 6.83 ,8450
Skoda,Superb,Break,1598,88,49000,0, 1.74 ,22990
Porsche,991,Coupe,3800,316,9500,0, 2.50 ,129000
Audi,A3,Berline,1598,81,9500,0, 0.82 ,31799
Peugeot,Partner,Monovolume/Camionnette,1560,68,130000,0, 5.67 ,8750
Fiat,500,Berline,1242,51,105000,0, 8.25 ,4750
Sonstige,Sonstige,Cabriolet,1029,2,1000,0, 57.87 ,145000
Citroen,DS3,Berline,1560,68,94000,0, 7.16 ,7950
Opel,Mokka,4x4,1686,96,100000,0, 4.74 ,12390
BMW,Z4,Cabriolet,2497,150,60000,0, 8.33 ,20900
BMW,518 Touring,Break,1995,100,131805,0, 3.91 ,15900
Audi,RS6,Break,3993,412,17950,0, 1.83 ,99500
Volvo,S60,Berline,1969,133,86000,0, 2.83 ,17990
Ford,B-MAX,Compacte,1500,55,73600,0, 4.66 ,8950
Peugeot,BOXER 335 FOURGON,Van,2198,110,12600,0, 1.16 ,20490
Mercedes-Benz,E 200,Berline,1950,110,14380,0, 0.66 ,37490
Renault,Duster,4x4,1598,77,101,0, 0.08 ,10990
Volkswagen,AMAROK DOUBLE CAB DSL,Van,1968,132,10101,0, 4.08 ,33999
BMW,X4,4x4,1995,120,124000,0, 3.25 ,28990
Citroen,C4 Cactus,Compacte,1560,73,25000,0, 1.52 ,15500
Porsche,911,Cabriolet,3600,200,67731,0, 23.51 ,84950
Seat,Altea,Monovolume/Camionnette,1598,77,58500,0, 6.16 ,10800
Volvo,V50,Break,1560,84,140979,0, 5.41 ,9480
BMW,116 5-TÍ_rer,Berline,1598,85,124500,0, 4.16 ,12450
Peugeot,308,Berline,1560,68,34912,0, 2.99 ,10950
Citroen,C4 Picasso,Monovolume/Camionnette,1560,88,9900,0, 2.41 ,18999
Honda,Jazz,Monovolume/Camionnette,1339,73,198000,0, 7.67 ,4999
Renault,Scenic,Monovolume/Camionnette,1461,81,100446,0, 4.58 ,10750
Volvo,V60,Break,1560,84,108000,0, 4.50 ,14000
Volkswagen,Touran,Monovolume/Camionnette,1598,77,141000,0, 4.91 ,9200
Skoda,Fabia,Break,1199,55,91309,0, 5.50 ,8450
BMW,Z1,Cabriolet,2494,125,72000,0, 26.26 ,52000
Audi,A4,Berline,1968,100,58858,0, 5.58 ,17900
Opel,Insignia,Berline,1956,81,116542,0, 4.48 ,12380
Audi,Q3,4x4,1968,103,144600,0, 4.31 ,18990
Opel,Corsa,Compacte,1389,66,127459,0, 17.42 ,2499
Peugeot,206,Cabriolet,1560,80,150000,0, 10.75 ,4250
Citroen,C3,Berline,1398,50,110000,0, 5.75 ,6200
Nissan,Qashqai,4x4,1461,81,82000,0, 4.25 ,13500
BMW,114 5-TÍ_rer,Compacte,1598,70,70000,0, 4.58 ,14980
Audi,A3,Berline,1598,81,16000,0, 0.82 ,24990
Volkswagen,Golf Plus,Monovolume/Camionnette,1598,77,74490,0, 7.00 ,11750
BMW,318 Limousine,Berline,1995,100,167768,0, 5.75 ,8990
Ford,Anglia '47,Roadster,933,17,38071,0, 70.87 ,7750
Renault,Laguna,Break,1870,81,125000,0, 12.42 ,6250
Land Rover,Range Rover Sport,4x4,2993,155,145703,0, 6.67 ,23990
Volvo,V40,Berline,1560,88,20000,0, 1.24 ,17600
Peugeot,2008,Berline,1560,68,13500,0, 2.80 ,15950
Renault,Modus,Monovolume/Camionnette,1461,63,99500,0, 8.67 ,4999
Toyota,Avensis,Break,1998,93,169000,0, 8.42 ,6450
Fiat,Panda,Berline,1242,51,59000,0, 4.08 ,6000
BMW,730 Limousine,Berline,2993,155,25250,0, 1.58 ,56500
Suzuki,Baleno,Compacte,1242,66,15000,0, 0.99 ,11850
Opel,Astra,Berline,1686,81,27850,0, 1.83 ,20295
BMW,320 Cabrio,Cabriolet,1995,120,129000,0, 8.92 ,16490
Volkswagen,Touran,Monovolume/Camionnette,1598,77,54000,0, 5.58 ,15500
Volkswagen,Jetta,Berline,1598,77,28768,0, 3.83 ,14490
Audi,A1,Berline,1598,77,99000,0, 5.41 ,11500
Nissan,Qashqai,4x4,1461,78,71179,0, 7.50 ,9950
Volkswagen,Golf,Break,1395,90,43343,0, 3.25 ,15700
Mercedes-Benz,C 220,Berline,2143,120,62000,0, 3.26 ,29950
Volkswagen,Passat Variant,Break,1968,110,18000,0, 1.24 ,27500
BMW,730 Limousine,Berline,2993,155,44000,0, 2.33 ,43000
Maserati,Ghibli,Berline,2987,202,13820,0, 1.58 ,64950
Volvo,XC70,Break,2401,120,195600,0, 14.65 ,5250
Mercedes-Benz,A 180,Berline,1595,90,25912,0, 3.33 ,18990
Peugeot,208,Compacte,1199,60,13200,0, 1.61 ,11970
Opel,Meriva,Compacte,1398,74,145000,0, 6.67 ,6900
Peugeot,3008,4x4,1560,82,82210,0, 5.07 ,12480
Fiat,Punto,Berline,1242,50,50000,0, 3.67 ,6950
Mercedes-Benz,220,Break,2143,125,70000,0, 5.50 ,18990
Volvo,V40,4x4,1969,88,21493,0, 2.10 ,20900
MINI,Cooper,Berline,1499,100,10000,0, 2.50 ,16250
Audi,A3,Berline,1395,110,5000,0, 0.41 ,24900
Audi,A6,Break,1968,110,31500,0, 2.25 ,38990
Audi,A4,Break,2967,160,8000,0, 1.33 ,45750
BMW,316 Limousine,Berline,1995,85,97000,0, 5.50 ,18990
Peugeot,3008,4x4,1560,85,13181,0, 0.81 ,27400
Hyundai,Genesis Coupe,Coupe,3778,223,46000,0, 5.92 ,20000
Citroen,Grand C4 Picasso,Monovolume/Camionnette,1560,85,14689,0, 0.82 ,20990
BMW,520 Limousine,Berline,1995,130,178000,0, 7.92 ,10499
BMW,530 Limousine,Berline,2993,195,4161,0, 0.66 ,67900
Volvo,V60,Break,1969,110,41549,0, 2.08 ,25950
Renault,Grand Scenic,Monovolume/Camionnette,1461,81,47959,0, 2.67 ,12990
Volkswagen,Tiguan,4x4,1968,103,91023,0, 5.08 ,16990
Opel,Astra Sports Tourer,Break,1598,81,28700,0, 1.41 ,18750
Fiat,Sedici,Berline,1910,88,127308,0, 9.75 ,4950
Peugeot,2008,4x4,1398,50,35500,0, 2.41 ,14250
Volkswagen,Golf,Berline,1896,74,48000,0, 14.84 ,5850
Skoda,Octavia,Berline,1598,81,49890,0, 1.83 ,15290
Mazda,2,Berline,1242,55,128765,0, 12.59 ,2950
Mercedes-Benz,SL 500,Cabriolet,5461,285,25787,0, 7.42 ,52000
Citroen,C4 Cactus,4x4,1560,68,11650,0, 2.41 ,13990
Audi,RS5,Coupe,4163,331,43000,0, 4.58 ,50000
BMW,X3,4x4,1995,140,13200,0, 0.74 ,48899
Renault,Trafic,Monovolume/Camionnette,1995,84,56000,0, 4.67 ,12644
Opel,Corsa,Berline,1000,66,13500,0, 1.16 ,12499
Mercedes-Benz,E 200,Berline,1997,55,234000,0, 24.01 ,3990
Opel,Meriva,Berline,1598,81,93278,0, 2.58 ,12500
Volkswagen,Arteon,Berline,1968,110,10000,0, 0.33 ,38490
Mitsubishi,Colt,Berline,1124,55,105000,0, 7.92 ,4500
Opel,Corsa,Berline,1199,55,85000,0, 14.42 ,2650
Porsche,Cayenne,4x4,2995,245,86000,0, 2.83 ,71999
Peugeot,308 SW,Break,1560,68,116054,0, 2.82 ,9995
Volkswagen,Transporter,Van,1968,84,10000,0, 0.41 ,24900
Toyota,Corolla Verso,Berline,1587,81,85000,0, 19.17 ,2450
Jaguar,F-Type,Cabriolet,2995,250,69766,0, 3.67 ,48785
Jeep,Grand Cherokee,4x4,2987,155,129000,0, 10.75 ,13900
Hyundai,i20,Berline,1396,55,8700,0, 2.16 ,11650
BMW,X3,4x4,2993,190,100000,0, 6.42 ,24890
Renault,Kangoo,Van,1500,55,75000,0, 3.83 ,7450
Peugeot,207 SW,Break,1560,68,130648,0, 5.93 ,5499
BMW,X3,4x4,1997,135,33000,0, 3.50 ,29900
Volvo,S80,Berline,2400,136,95000,0, 10.67 ,9500
Peugeot,206,Compacte,1124,44,119401,0, 15.42 ,2699
Hyundai,H-1,Monovolume/Camionnette,2497,125,72000,0, 2.74 ,19998
Citroen,C4 Picasso,Monovolume/Camionnette,1560,85,83162,0, 3.50 ,13310
Mercedes-Benz,E 220,Break,2143,120,200000,0, 6.67 ,11000
Renault,Grand Scenic,Monovolume/Camionnette,1461,81,154827,0, 4.67 ,8950
Renault,Clio,Compacte,1461,47,149288,0, 9.92 ,4250
Volkswagen,T2,Monovolume/Camionnette,1390,57,1200,0, 1.41 ,43995
Toyota,iQ,Berline,1364,66,53000,0, 6.00 ,6890
Dacia,Dokker,Monovolume/Camionnette,1598,61,21085,0, 4.16 ,8850
Opel,Corsa,Compacte,1229,63,41000,0, 4.60 ,9990
Volkswagen,Caddy,Van,1968,75,4000,0, 0.50 ,20779
Audi,A5,Berline,1968,105,121000,0, 5.50 ,17490
Land Rover,Range Rover Sport,4x4,2993,215,121000,0, 2.83 ,62900
Peugeot,308,Compacte,1560,82,40000,0, 4.44 ,14950
Peugeot,2008,4x4,1199,81,333,0, 0.09 ,18070
Porsche,996,Coupe,3596,235,28000,0, 14.17 ,64900
Peugeot,308 SW,Break,1560,73,1797,0, 1.33 ,17838
Volvo,V70,4x4,1969,133,62000,0, 2.58 ,32950
Opel,Insignia,Berline,1600,100,9900,0, 0.41 ,28500
DS,DS 3,Compacte,1199,81,15163,0, 0.50 ,15800
Volvo,V40,Break,1969,88,17500,0, 1.16 ,17000
Volvo,XC60,4x4,1969,110,3000,0, 0.82 ,35990
Land Rover,Range Rover Evoque,4x4,2179,110,125000,0, 4.33 ,24999
Mercedes-Benz,CLA 180,Berline,1595,90,27723,0, 0.66 ,25900
Audi,A4,Break,1968,110,13000,0, 1.99 ,42590
Audi,A5,Berline,1984,140,8500,0, 0.24 ,49990
BMW,320 Touring,Break,1995,120,17630,0, 2.41 ,26500
Ford,C-MAX,Monovolume/Camionnette,1499,88,16450,0, 1.74 ,15495
Opel,Zafira,Monovolume/Camionnette,1364,103,6095,0, 1.16 ,17900
Nissan,Micra,Cabriolet,1386,65,83800,0, 10.59 ,5300
BMW,116 3-TÍ_rer,Berline,1597,90,77000,0, 8.67 ,9950
Jaguar,E-Type OTS 4.2 1st Series '66,Cabriolet,4235,198,62104,0, 51.86 ,144000
Fiat,Freemont,Monovolume/Camionnette,1956,120,60000,0, 2.41 ,24850
Opel,Meriva,Monovolume/Camionnette,1248,55,69448,0, 6.75 ,6990
BMW,525 Limousine,Berline,2993,150,70000,0, 6.16 ,21900
BMW,M140 5-TÍ_rer,Berline,2979,235,80000,0, 3.83 ,21487
Mercedes-Benz,C 180,Break,2143,88,106000,0, 6.00 ,10750
Opel,Zafira Tourer,Monovolume/Camionnette,1364,88,26568,0, 1.41 ,17850
Skoda,Octavia,Berline,1390,59,100000,0, 9.50 ,4950
Audi,A7,Berline,1798,140,13750,0, 1.16 ,45995
Audi,A1,Berline,1598,77,50661,0, 3.16 ,15490
Opel,Speedster,Cabriolet,2197,109,31616,0, 16.67 ,24990
Opel,Corsa,Berline,1229,51,20668,0, 1.58 ,9290
Seat,Ibiza,Berline,1000,70,7124,0, 1.83 ,12900
Dacia,Duster,4x4,1461,79,99000,0, 6.58 ,7900
Audi,A4,Break,1968,100,131693,0, 7.11 ,11900
Nissan,Qashqai,Compacte,1461,81,63000,0, 4.16 ,11999
Peugeot,508,Berline,1997,110,10700,0, 1.16 ,22999
Volkswagen,Freemont,Monovolume/Camionnette,1598,77,143045,0, 3.41 ,12100
Jaguar,XF,Berline,2993,221,7176,0, 1.41 ,49990
Volkswagen,Crafter,Van,2000,100,89000,0, 2.83 ,16950
BMW,X4,4x4,1995,140,7500,0, 1.33 ,46900
Volvo,V50,Break,1997,100,214000,0, 7.00 ,5450
Mercedes-Benz,A 180,Berline,1461,80,46000,0, 4.50 ,14899
Peugeot,207,Berline,1398,50,199000,0, 11.50 ,2999
Peugeot,107,Compacte,998,50,32516,0, 7.42 ,5499
BMW,530 Limousine,Berline,2993,155,177000,0, 6.83 ,17990
Porsche,997,Coupe,3797,320,35000,0, 8.67 ,117990
Smart,fortwo,Berline,698,45,109000,0, 12.92 ,3500
Audi,A5,Coupe,1984,185,13000,0, 0.99 ,56900
BMW,318 Touring,Break,1995,110,15000,0, 1.50 ,35899
BMW,M550 Touring,Berline,4999,373,71277,0, 8.33 ,35900
Porsche,Cayenne,4x4,4134,281,49000,0, 3.91 ,62500
Peugeot,2008,4x4,1560,85,20664,0, 1.39 ,17304
Renault,Kangoo,Van,1461,55,95700,0, 4.16 ,5750
BMW,318 Touring,Break,1995,100,105000,0, 4.67 ,15500
Mercedes-Benz,A 220,Berline,2143,130,11165,0, 0.91 ,28995
Mercedes-Benz,A 180,Compacte,1461,80,81250,0, 3.24 ,15900
Ford,Focus,Berline,1560,66,123421,0, 8.58 ,6700
Peugeot,Partner Tepee,Break,1560,73,7200,0, 1.08 ,15099
Nissan,Qashqai,4x4,1461,81,32205,0, 2.74 ,21950
Citroen,C4,Berline,1560,84,47650,0, 3.08 ,12990
Audi,A1,Berline,1390,90,43411,0, 3.25 ,15000
Mercedes-Benz,A 160,Monovolume/Camionnette,1992,60,230000,0, 12.25 ,2250
MINI,Mini,Berline,1397,55,90603,0, 7.75 ,7990
Audi,A3,Berline,1968,110,29000,0, 2.25 ,22900
Renault,Captur,Berline,1461,66,49550,0, 2.50 ,12450
Mercedes-Benz,GLK 350,4x4,2987,195,68000,0, 4.41 ,34950
Opel,Zafira Tourer,Monovolume/Camionnette,1956,125,20000,0, 1.50 ,21900
Seat,Ibiza,Berline,1199,55,110780,0, 4.33 ,6990
Mercedes-Benz,B 180,Monovolume/Camionnette,1461,80,79900,0, 3.33 ,18950
Mercedes-Benz,E 220,Berline,2200,143,14000,0, 1.16 ,39650
Audi,A5,Coupe,2698,120,210000,0, 8.83 ,11950
Volvo,XC60,4x4,1984,100,117000,0, 4.25 ,14990
Audi,A4,Break,1968,110,15500,0, 0.41 ,35500
Volkswagen,Beetle,Berline,1197,77,46000,0, 2.25 ,15900
Hyundai,i30,Berline,1368,73,9850,0, 0.58 ,14495
Opel,Astra,Compacte,1248,66,80118,0, 9.62 ,5900
Lancia,Delta HF Integrale 16V '90,Roadster,1995,158,131594,0, 27.84 ,29950
Volkswagen,Touran,Monovolume/Camionnette,1598,81,32890,0, 1.41 ,24990
Volkswagen,Passat,Break,1968,110,20450,0, 1.50 ,26895
Peugeot,508 SW,Break,1997,133,68170,0, 2.54 ,24500
Lancia,Ypsilon,Berline,1368,70,39000,0, 7.67 ,4995
Citroen,C4 Cactus,4x4,1199,60,17053,0, 1.70 ,11490
Opel,Zafira,Monovolume/Camionnette,1910,81,114530,0, 4.99 ,9950
Volvo,V60 Cross Country,Break,1968,110,22000,0, 0.82 ,28785
Dacia,Logan,Berline,1149,55,21650,0, 2.16 ,5650
Fiat,Grande Punto,Berline,1368,57,150000,0, 10.50 ,2399
Peugeot,208,Compacte,1398,50,11999,0, 3.08 ,8990
Peugeot,508 SW,Break,1560,85,21885,0, 1.58 ,18990
Mercedes-Benz,Viano,Van,2148,80,165000,0, 13.50 ,9500
Audi,Q5,4x4,1968,110,6000,0, 1.16 ,39400
Audi,Q3,4x4,1395,110,8467,0, 1.41 ,28999
Audi,A6,Break,1968,120,148627,0, 5.67 ,17950
Volkswagen,Golf VI,Berline,1390,118,103000,0, 5.58 ,12990
Ford,B-MAX,Monovolume/Camionnette,1560,70,59000,0, 2.83 ,10990
Volkswagen,Golf Variant,Break,1896,74,218304,0, 13.50 ,2650
Mercedes-Benz,SLK 200,Cabriolet,1796,135,70752,0, 5.41 ,24400
Opel,ADAM JAM,Compacte,1229,51,26500,0, 3.99 ,10299
Nissan,Qashqai,4x4,1461,81,59711,0, 1.87 ,18749
Ford,Kuga,4x4,1997,100,92400,0, 7.57 ,10990
Peugeot,5008,Monovolume/Camionnette,1560,84,68000,0, 2.91 ,11100
Hyundai,i40,Berline,1685,100,41000,0, 5.67 ,15000
Audi,A6 Allroad,Break,2967,140,8500,0, 0.50 ,67999
Fiat,500C,Cabriolet,1395,99,19000,0, 2.16 ,14900
Mazda,MX-5,Berline,1598,81,106000,0, 12.75 ,7900
Citroen,DS3,Berline,1560,74,17185,0, 1.50 ,18990
Volkswagen,Polo,Compacte,1896,47,164000,0, 15.67 ,3480
Hyundai,i40,Break,1685,85,93600,0, 5.64 ,9900
Toyota,Land Cruiser,4x4,4461,195,101,0, 0.08 ,75000
Citroen,DS3,Berline,1560,68,138500,0, 6.42 ,7450
Opel,Mokka,Berline,1598,85,15414,0, 0.91 ,18995
Audi,A3,Berline,1968,110,84613,0, 3.74 ,16800
Volkswagen,Tiguan,4x4,1399,93,509,0, 0.16 ,26495
Opel,Astra,Berline,1598,81,65500,0, 2.74 ,11800
Mercedes-Benz,SLK 200,Cabriolet,1796,120,159100,0, 13.59 ,7900
Renault,Clio,Berline,898,66,75000,0, 4.08 ,7490
Renault,Captur,4x4,1461,81,18700,0, 1.41 ,15900
Mercedes-Benz,CLS 250,Coupe,2143,150,81000,0, 6.33 ,27950
Opel,Insignia,Break,2000,125,11500,0, 0.08 ,33000
Peugeot,Fox,Berline,1398,50,54000,0, 3.41 ,7700
Audi,TT,Coupe,1984,169,8000,0, 0.66 ,48499
Renault,Modus,Monovolume/Camionnette,1461,48,116250,0, 12.42 ,2950
Volkswagen,Touran,Monovolume/Camionnette,1598,77,132000,0, 5.67 ,9999
Nissan,X-Trail,4x4,1598,96,3000,0, 0.41 ,25990
Mitsubishi,Lancer,Compacte,1499,80,99000,0, 7.42 ,8990
BMW,M2 Coupe,Coupe,3000,240,9915,0, 1.50 ,43900
Mazda,MX-5,Cabriolet,1998,118,1093,0, 0.41 ,23950
Mercedes-Benz,E 200,Berline,1950,110,16200,0, 1.41 ,51865
Volkswagen,Golf GTD,Berline,1968,125,86364,0, 5.50 ,17250
Volvo,S60,Berline,1498,91,7782,0, 1.58 ,23995
Mercedes-Benz,SLK 250,Cabriolet,2143,150,147000,0, 5.50 ,18950
BMW,116 5-TÍ_rer,Compacte,1499,86,61138,0, 2.25 ,17795
Mercedes-Benz,GLA 180,Berline,1595,90,13449,0, 1.24 ,28900
Volkswagen,Polo,Berline,999,55,15000,0, 1.66 ,12990
Ferrari,F355,Coupe,3496,279,62085,0, 21.84 ,79950
Chevrolet,Orlando,Monovolume/Camionnette,1796,104,63200,0, 6.50 ,9950
Volvo,XC60,4x4,1969,165,65000,0, 2.33 ,49950
Porsche,Cayman,Coupe,3386,217,82718,0, 10.08 ,28990
Volkswagen,Passat,Berline,1598,77,94000,0, 4.25 ,14300
Audi,A4,Cabriolet,1968,103,99900,0, 8.58 ,15500
Toyota,Yaris,Berline,1364,66,104000,0, 6.67 ,5900
MINI,Cooper D,Break,1598,82,91000,0, 5.41 ,16000
Volkswagen,Passat,Break,1968,110,27500,0, 1.50 ,26995
Audi,A3,Berline,1598,77,88000,0, 5.75 ,10500
Citroen,C2,Berline,1398,50,103000,0, 8.50 ,3750
Porsche,930,Coupe,3299,221,91606,0, 36.44 ,129900
BMW,520 Limousine,Berline,1995,135,68769,0, 3.41 ,29990
Peugeot,2008,4x4,1560,84,81094,0, 2.50 ,14990
Porsche,993,Coupe,3600,200,89000,0, 23.43 ,62000
Opel,Astra,Berline,999,78,15500,0, 1.91 ,14550
BMW,730 Limousine,Berline,2993,155,215000,0, 12.25 ,8400
Volkswagen,Caddy Life,Monovolume/Camionnette,1598,55,99000,0, 5.75 ,9990
Mercedes-Benz,C 220,Berline,2148,92,218970,0, 18.42 ,2950
Audi,A4,Break,1968,110,90150,0, 2.58 ,21350
Volvo,XC60,4x4,1984,100,77000,0, 4.58 ,13000
BMW,116 3-TÍ_rer,Berline,1995,85,86000,0, 3.58 ,15990
Ford,B-MAX,Monovolume/Camionnette,998,74,16500,0, 1.24 ,13950
Peugeot,208,Compacte,1199,60,12856,0, 1.33 ,11800
Volkswagen,Caddy,Monovolume/Camionnette,1968,75,19800,0, 1.83 ,17500
Citroen,C1,Compacte,998,50,94000,0, 3.67 ,6700
Porsche,991,Coupe,3799,350,25000,0, 3.08 ,139950
